"year","ncessch","school_name","state_name","lea_name","school_level","school_type","charter","free_lunch","reduced_price_lunch","free_or_reduced_price_lunch","enrollment","direct_certification","enrollment_crdc","students_susp_in_sch","students_susp_out_sch_single","students_susp_out_sch_multiple","expulsions_no_ed_serv","expulsions_with_ed_serv","expulsions_zero_tolerance","students_corporal_punish","students_arrested","students_referred_law_enforce","students_mech_restraint","students_phys_restraint","students_seclusion"
"2015","110000800497","Friendship PCS Armstrong","District of Columbia","Friendship PCS","Primary","Regular school","Yes","411","0","411","432","","435","10","13","7","0","0","0","","0","0","0","0","0"
"2015","110000900223","Elsie Whitlow Stokes Communtiy Freedom PCS","District of Columbia","Elsie Whitlow Stokes Communtiy Freedom PCS","Primary","Regular school","Yes","168","15","183","350","","354","0","0","0","0","0","0","","0","0","0","0","0"
"2015","110001000224","Hospitality High School","District of Columbia","Washington Hospitality Foundation","Not applicable","Regular school","No","","","","","","","","","","","","","","","","","",""
"2015","110001100225","Perry Street Prep PCS","District of Columbia","Perry Street Preparatory PCS","Primary","Regular school","Yes","201","23","224","323","","330","14","17","17","0","0","0","","0","0","0","0","0"
"2015","110001200401","Ideal Academy PCS North Capitol Street Campus ES","District of Columbia","Ideal Academy PCS","Primary","Regular school","Yes","293","0","293","296","","299","0","2","2","0","0","0","","0","0","0","0","0"
"2015","110001300227","IDEA PCS","District of Columbia","IDEA PCS","High","Regular school","Yes","278","0","278","281","","261","0","62","23","4","2","0","","0","0","0","0","0"
"2015","110001400391","Maya Angelou PCS Evans High School","District of Columbia","Maya Angelou PCS","High","Regular school","Yes","222","0","222","225","","228","0","29","11","0","5","0","","0","2","0","4","0"
"2015","110001400465","Maya Angelou Young Adult Learning Center","District of Columbia","Maya Angelou PCS","Other","Other/alternative school","Yes","0","0","0","Not applicable","","","","","","","","","","","","","",""
"2015","110001500229","Meridian PCS","District of Columbia","Meridian PCS","Primary","Regular school","Yes","562","0","562","724","","729","40","48","20","0","0","0","","0","0","0","0","0"
"2015","110001600333","Briya Public Charter School","District of Columbia","Briya PCS","Primary","Regular school","Yes","41","3","44","45","","49","","","","","","","","","","","",""
"2015","110001700231","The Next Step El Pr?ximo Paso PCS","District of Columbia","The Next Step PCS","Other","Regular school","Yes","83","45","128","Not applicable","","393","0","2","0","0","2","0","","0","0","0","0","0"
"2015","110001800232","Options PCS","District of Columbia","Options PCS","Not applicable","Regular school","Yes","","","","","","","","","","","","","","","","","",""
"2015","110001900324","Washington Latin PCS Middle School","District of Columbia","Washington Latin PCS","Middle","Regular school","Yes","41","11","52","362","","347","41","38","4","0","0","0","","0","0","0","0","0"
"2015","110001900423","Washington Latin PCS Upper School","District of Columbia","Washington Latin PCS","High","Regular school","Yes","65","10","75","321","","340","50","28","8","4","0","0","","0","0","0","0","0"
"2015","110002000234","Roots PCS","District of Columbia","Roots PCS","Primary","Regular school","Yes","97","6","103","106","","106","4","0","0","0","0","0","","0","0","0","0","0"
"2015","110002200236","SEED PCS of Washington DC","District of Columbia","SEED PCS of Washington DC","Other","Regular school","Yes","286","0","286","352","","351","0","66","54","0","8","0","","0","0","0","0","0"
"2015","110002600240","Washington Math Science Tech PCS","District of Columbia","Washington Math Science PCS","High","Regular school","Yes","273","0","273","310","","260","0","52","25","0","0","0","","0","0","0","0","0"
"2015","110002900245","Cedar Tree Academy PCS","District of Columbia","Cedar Tree PCS","Primary","Regular school","Yes","363","0","363","366","","364","0","0","0","0","0","0","","0","0","0","0","0"
"2015","110003000001","Murch ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","43","3","46","625","","632","2","0","2","0","0","0","","0","0","0","0","0"
"2015","110003000002","Moten ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","419","0","419","423","","425","0","17","8","0","0","0","","0","0","0","0","0"
"2015","110003000004","Miner ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","395","0","395","398","","397","0","20","6","0","0","0","","0","0","0","0","0"
"2015","110003000008","Roosevelt HS at MacFarland","District of Columbia","District of Columbia Public Schools","High","Regular school","No","482","0","482","482","","498","4","61","34","0","0","0","","2","2","0","0","0"
"2015","110003000011","Takoma EC","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","468","0","468","468","","473","2","22","4","0","0","0","","2","2","0","0","0"
"2015","110003000013","Stanton ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","526","0","526","526","","534","0","20","9","0","0","0","","0","0","0","0","0"
"2015","110003000016","Ellington School of the Arts","District of Columbia","District of Columbia Public Schools","High","Regular school","No","519","0","519","525","","529","0","9","0","0","0","0","","2","2","0","0","0"
"2015","110003000019","Sousa MS","District of Columbia","District of Columbia Public Schools","Middle","Regular school","No","255","0","255","255","","251","2","32","16","0","0","0","","6","6","0","0","0"
"2015","110003000024","Seaton ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","311","0","311","311","","312","0","0","2","0","0","0","","0","0","0","0","0"
"2015","110003000025","Savoy ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","343","0","343","349","","356","0","22","14","0","0","0","","0","0","0","0","0"
"2015","110003000027","Ross ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","14","9","23","167","","170","0","4","0","0","0","0","","0","0","0","0","0"
"2015","110003000029","Randle Highlands ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","339","0","339","339","","341","0","15","7","0","0","0","","0","0","0","0","0"
"2015","110003000030","Shepherd ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","79","13","92","330","","334","0","2","0","0","0","0","","0","0","0","0","0"
"2015","110003000032","Marie Reed ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","393","0","393","399","","400","2","9","6","0","0","0","","0","0","0","0","0"
"2015","110003000033","Raymond EC","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","567","0","567","572","","575","0","2","0","0","0","0","","0","0","0","0","0"
"2015","110003000034","Maury ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","75","12","87","383","","385","0","4","2","0","0","0","","0","0","0","0","0"
"2015","110003000035","Mann ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","11","3","14","360","","359","0","0","0","0","0","0","","0","0","0","0","0"
"2015","110003000036","Malcolm X ES at Green","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","238","0","238","238","","240","2","6","7","0","0","0","7","0","0","0","13","0"
"2015","110003000037","Ludlow Taylor ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","370","0","370","370","","374","10","20","9","0","0","0","","0","0","0","0","0"
"2015","110003000041","Leckie ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","512","0","512","519","","520","21","19","6","0","0","0","","0","0","0","0","0"
"2015","110003000042","LaSalle Backus EC","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","341","0","341","341","","351","0","15","4","0","0","0","","0","0","0","0","0"
"2015","110003000044","Langdon EC","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","300","0","300","300","","305","0","9","4","0","0","0","","0","0","0","0","0"
"2015","110003000045","Lafayette ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","23","3","26","700","","701","2","4","2","0","0","0","","0","0","0","0","0"
"2015","110003000048","Watkins ES Capitol Hill Cluster","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","76","10","86","463","","467","0","20","8","0","0","0","","0","0","0","0","0"
"2015","110003000049","Thomas ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","411","0","411","411","","414","27","30","24","0","0","0","4","0","0","0","4","0"
"2015","110003000050","Stoddert ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","37","10","47","432","","430","0","2","0","0","0","0","","0","0","0","0","0"
"2015","110003000054","Simon ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","298","0","298","301","","305","9","20","16","0","0","0","","0","0","0","0","0"
"2015","110003000055","Woodson H D HS","District of Columbia","District of Columbia Public Schools","High","Regular school","No","660","0","660","660","","668","8","108","40","0","0","0","","9","9","0","0","0"
"2015","110003000062","J O Wilson ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","489","0","489","505","","508","2","16","12","0","0","0","","0","0","0","0","0"
"2015","110003000064","Smothers ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","268","0","268","274","","291","4","25","39","0","0","0","","0","0","0","0","0"
"2015","110003000065","Whittier EC","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","360","0","360","365","","364","0","14","4","0","0","0","","2","2","0","0","0"
"2015","110003000067","West EC","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","303","0","303","303","","304","2","9","6","0","0","0","","0","0","0","0","0"
"2015","110003000068","Wheatley EC","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","359","0","359","359","","365","0","11","8","0","0","0","","2","2","0","0","0"
"2015","110003000070","Walker Jones EC","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","449","0","449","449","","451","2","35","11","0","0","0","","0","0","0","0","0"
"2015","110003000072","Tyler ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","511","0","511","520","","520","0","6","6","0","0","0","","0","0","0","0","0"
"2015","110003000073","Turner ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","460","0","460","460","","469","0","23","18","0","0","0","","0","0","0","0","0"
"2015","110003000074","Tubman ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","545","0","545","545","","550","0","34","23","0","0","0","","0","0","0","0","0"
"2015","110003000075","Truesdell EC","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","582","0","582","588","","592","0","6","4","0","0","0","","0","0","0","0","0"
"2015","110003000076","Thomson ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","282","0","282","287","","282","0","0","0","0","0","0","","0","0","0","0","0"
"2015","110003000078","Eastern HS","District of Columbia","District of Columbia Public Schools","High","Regular school","No","955","0","955","967","","983","35","112","60","0","2","0","","9","9","0","0","0"
"2015","110003000079","Dunbar HS","District of Columbia","District of Columbia Public Schools","High","Regular school","No","641","0","641","653","","659","4","121","50","0","0","0","","6","6","0","0","0"
"2015","110003000081","Coolidge HS","District of Columbia","District of Columbia Public Schools","High","Regular school","No","384","0","384","384","","386","0","30","6","0","0","0","","4","4","0","0","0"
"2015","110003000082","Cardozo EC","District of Columbia","District of Columbia Public Schools","Other","Regular school","No","783","0","783","783","","787","6","101","63","0","2","2","","13","13","0","0","0"
"2015","110003000084","Ballou HS","District of Columbia","District of Columbia Public Schools","High","Regular school","No","933","0","933","933","","935","41","178","119","0","0","0","","19","19","0","0","0"
"2015","110003000085","Anacostia HS","District of Columbia","District of Columbia Public Schools","High","Regular school","No","597","0","597","597","","604","2","104","83","0","0","0","","9","9","0","0","0"
"2015","110003000089","Sharpe Health School","District of Columbia","District of Columbia Public Schools","Not applicable","Special education school","No","","","","","","","","","","","","","","","","","",""
"2015","110003000090","Mamie D  Lee School","District of Columbia","District of Columbia Public Schools","Not applicable","Special education school","No","","","","","","","","","","","","","","","","","",""
"2015","110003000096","Eaton ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","57","9","66","478","","482","0","0","0","0","0","0","","0","0","0","0","0"
"2015","110003000097","Drew ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","247","0","247","247","","248","0","0","2","0","0","0","","0","0","0","0","0"
"2015","110003000100","H D Cooke ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","393","0","393","397","","395","0","12","6","0","0","0","","0","0","0","0","0"
"2015","110003000102","King M L ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","389","0","389","394","","397","4","21","20","0","0","0","","0","0","0","0","0"
"2015","110003000103","Cleveland ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","310","0","310","319","","321","0","8","0","0","0","0","","0","0","0","0","0"
"2015","110003000106","Burrville ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","326","0","326","326","","331","0","4","0","0","0","0","","0","0","0","0","0"
"2015","110003000107","Burroughs EC","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","285","0","285","285","","295","2","6","2","0","0","0","","0","0","0","0","0"
"2015","110003000110","Bruce Monroe ES at Park View","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","466","0","466","470","","478","0","14","2","0","0","0","","0","0","0","0","0"
"2015","110003000111","Bunker Hill ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","156","0","156","156","","157","19","4","11","0","0","0","","0","0","0","0","0"
"2015","110003000112","Brightwood EC","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","709","0","709","709","","720","0","20","11","0","0","0","","0","0","0","0","0"
"2015","110003000113","Brent ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","30","5","35","384","","390","8","0","4","0","0","0","","0","0","0","0","0"
"2015","110003000118","Beers ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","427","0","427","437","","440","0","0","0","0","0","0","","0","0","0","0","0"
"2015","110003000119","Barnard ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","627","0","627","637","","638","4","17","2","0","0","0","","0","0","0","0","0"
"2015","110003000120","Bancroft ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","514","0","514","521","","515","2","6","6","0","0","0","","0","0","0","0","0"
"2015","110003000121","Amidon Bowen  ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","348","0","348","356","","353","29","14","28","0","0","0","","0","0","0","0","0"
"2015","110003000122","Aiton ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","250","0","250","260","","260","2","15","4","0","0","0","","0","0","0","0","0"
"2015","110003000125","Powell ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","505","0","505","512","","509","0","4","2","0","0","0","","0","0","0","0","0"
"2015","110003000126","Plummer ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","405","0","405","409","","414","0","8","8","0","0","0","","0","0","0","0","0"
"2015","110003000131","School Without Walls HS","District of Columbia","District of Columbia Public Schools","High","Regular school","No","81","10","91","589","","593","0","0","0","0","0","0","","0","0","0","0","0"
"2015","110003000133","Wilson HS","District of Columbia","District of Columbia Public Schools","High","Regular school","No","427","49","476","1791","","1798","12","58","12","0","0","0","","2","2","0","0","0"
"2015","110003000135","Hart MS","District of Columbia","District of Columbia Public Schools","Middle","Regular school","No","381","0","381","381","","391","2","75","63","0","0","0","2","6","6","0","2","0"
"2015","110003000138","Deal MS","District of Columbia","District of Columbia Public Schools","Middle","Regular school","No","164","21","185","1341","","1340","19","24","19","0","0","0","","0","0","0","0","0"
"2015","110003000143","Kramer MS","District of Columbia","District of Columbia Public Schools","Middle","Regular school","No","247","0","247","247","","251","4","59","63","0","0","0","","14","14","0","0","0"
"2015","110003000144","Johnson John Hayden MS","District of Columbia","District of Columbia Public Schools","Middle","Regular school","No","286","0","286","291","","294","6","56","65","0","0","0","","11","11","0","0","0"
"2015","110003000149","School Without Walls at Francis Stevens","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","142","16","158","441","","444","0","13","6","0","0","0","","0","0","0","0","0"
"2015","110003000151","Eliot Hine MS","District of Columbia","District of Columbia Public Schools","Middle","Regular school","No","205","0","205","209","","211","8","19","28","0","0","0","","11","11","0","0","0"
"2015","110003000152","Browne EC","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","325","0","325","333","","330","0","22","6","0","0","0","","0","0","0","0","0"
"2015","110003000153","Benjamin Banneker HS","District of Columbia","District of Columbia Public Schools","High","Regular school","No","446","0","446","454","","456","2","4","0","0","0","0","","0","0","0","0","0"
"2015","110003000156","Peabody ES Capital Hill Cluster","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","36","4","40","227","","224","0","0","0","0","0","0","","0","0","0","0","0"
"2015","110003000157","Payne ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","308","0","308","308","","304","0","7","0","0","0","0","","0","0","0","0","0"
"2015","110003000158","Patterson ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","401","0","401","404","","404","0","29","29","0","0","0","","0","0","0","0","0"
"2015","110003000160","Oyster Adams Bilingual School Oyster","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","115","29","144","663","","662","6","8","2","0","0","0","","0","0","0","0","0"
"2015","110003000161","Orr ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","410","0","410","421","","422","0","10","2","0","0","0","","0","0","0","0","0"
"2015","110003000163","Nalle ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","391","0","391","391","","391","18","16","14","0","0","0","","0","0","0","0","0"
"2015","110003000164","Noyes ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","192","0","192","192","","196","0","6","2","0","0","0","","0","0","0","0","0"
"2015","110003000165","Garfield ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","317","0","317","317","","307","2","2","7","0","0","0","","0","0","0","0","0"
"2015","110003000171","Garrison ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","241","0","241","244","","247","0","6","2","0","0","0","","0","0","0","0","0"
"2015","110003000173","Kimball ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","350","0","350","356","","355","0","33","17","0","0","0","","0","0","0","0","0"
"2015","110003000174","Key ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","13","3","16","386","","388","0","0","0","0","0","0","","0","0","0","0","0"
"2015","110003000176","Ketcham ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","308","0","308","313","","310","0","23","12","0","0","0","","0","0","0","0","0"
"2015","110003000179","Janney ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","12","3","15","731","","736","0","0","2","0","0","0","","0","0","0","0","0"
"2015","110003000180","Hyde Addison ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","38","17","55","316","","314","0","6","2","0","0","0","","0","0","0","0","0"
"2015","110003000181","Houston ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","270","0","270","275","","274","4","12","2","0","0","0","","0","0","0","0","0"
"2015","110003000182","Hendley ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","463","0","463","463","","469","7","37","22","0","0","0","","0","0","0","0","0"
"2015","110003000183","Hearst ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","43","6","49","316","","314","0","9","4","0","0","0","","0","0","0","0","0"
"2015","110003000185","C W  Harris ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","293","0","293","293","","300","0","26","20","0","0","0","","0","0","0","0","0"
"2015","110003000186","Hardy MS","District of Columbia","District of Columbia Public Schools","Middle","Regular school","No","136","16","152","374","","377","19","36","25","0","0","0","","0","0","0","0","0"
"2015","110003000191","Stuart Hobson MS Capitol Hill Cluster","District of Columbia","District of Columbia Public Schools","Middle","Regular school","No","144","8","152","424","","427","4","46","20","0","0","0","","0","0","0","0","0"
"2015","110003000198","Luke Moore Alternative HS","District of Columbia","District of Columbia Public Schools","High","Regular school","No","290","0","290","297","","289","4","13","7","0","0","0","","0","0","0","0","0"
"2015","110003000203","Tuition Grant DCPS Non Public","District of Columbia","District of Columbia Public Schools","Not applicable","Regular school","No","","","","","","","","","","","","","","","","","",""
"2015","110003000207","Ballou STAY","District of Columbia","District of Columbia Public Schools","High","Other/alternative school","No","242","0","242","252","","496","0","15","4","0","0","0","","9","9","0","0","0"
"2015","110003000264","Roosevelt STAY at MacFarland","District of Columbia","District of Columbia Public Schools","High","Other/alternative school","No","228","3","231","232","","818","0","4","0","0","0","0","","0","0","0","0","0"
"2015","110003000265","Residential Schools","District of Columbia","District of Columbia Public Schools","Not applicable","Regular school","No","","","","","","","","","","","","","","","","","",""
"2015","110003000266","Lashawn DCPS Non Public","District of Columbia","District of Columbia Public Schools","Not applicable","Regular school","No","","","","","","","","","","","","","","","","","",""
"2015","110003000267","McKinley Technology HS","District of Columbia","District of Columbia Public Schools","High","Regular school","No","642","0","642","656","","654","64","39","20","0","0","0","","0","0","0","0","0"
"2015","110003000271","Child and Family Services Regular Ed","District of Columbia","District of Columbia Public Schools","Not applicable","Other/alternative school","No","","","","","","","","","","","","","","","","","",""
"2015","110003000272","Kelly Miller MS","District of Columbia","District of Columbia Public Schools","Middle","Regular school","No","450","0","450","450","","455","7","79","93","0","0","0","","0","0","0","0","0"
"2015","110003000296","Youth Services Center","District of Columbia","District of Columbia Public Schools","High","Other/alternative school","No","34","0","34","77","","69","","0","0","0","","0","","","","0","0","0"
"2015","110003000297","Pre-K Incentive Program","District of Columbia","District of Columbia Public Schools","Not applicable","Regular school","No","","","","","","","","","","","","","","","","","",""
"2015","110003000385","Incarcerated Youth Program Correctional Detention Facility","District of Columbia","District of Columbia Public Schools","High","Other/alternative school","No","0","0","0","34","","37","","0","0","0","","0","","","","0","0","0"
"2015","110003000396","Columbia Heights EC","District of Columbia","District of Columbia Public Schools","Other","Regular school","No","1390","0","1390","1393","","1392","4","48","18","0","0","0","","7","7","0","0","0"
"2015","110003000397","Washington Metropolitan HS formerly YEA","District of Columbia","District of Columbia Public Schools","High","Other/alternative school","No","150","0","150","150","","146","0","32","15","0","0","0","","8","8","0","0","0"
"2015","110003000407","Phelps Architecture Construction and Engineering HS","District of Columbia","District of Columbia Public Schools","High","Regular school","No","300","0","300","306","","309","11","25","13","0","0","0","","6","6","0","0","0"
"2015","110003000418","CHOICE Academy at Emery","District of Columbia","District of Columbia Public Schools","Other","Other/alternative school","No","Missing/not reported","Missing/not reported","Missing/not reported","2","","2","0","0","0","0","0","0","","2","2","0","0","0"
"2015","110003000445","Langley EC","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","278","0","278","278","","285","0","25","29","0","0","0","","0","0","0","0","0"
"2015","110003000446","Capitol Hill Montessori School at Logan","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","58","14","72","330","","330","2","4","4","0","0","0","","0","0","0","0","0"
"2015","110003000453","Jefferson Middle School Academy","District of Columbia","District of Columbia Public Schools","Middle","Regular school","No","270","0","270","273","","269","0","61","51","0","0","0","","0","0","0","0","0"
"2015","110003000466","School Within School at Goding","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","27","3","30","289","","290","0","8","2","0","0","0","","0","0","0","0","0"
"2015","110003000470","McKinley Middle School","District of Columbia","District of Columbia Public Schools","Middle","Regular school","No","226","0","226","226","","229","36","17","22","0","0","0","","2","2","0","0","0"
"2015","110003000494","Brookland MS","District of Columbia","District of Columbia Public Schools","Middle","Regular school","No","302","0","302","315","","331","4","54","66","0","0","0","","0","0","0","0","0"
"2015","110003000504","Dorothy Heights","District of Columbia","District of Columbia Public Schools","Primary","Regular school","Yes","485","0","485","492","","499","0","2","2","0","0","0","","0","0","0","0","0"
"2015","110003000505","Van Ness ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","25","3","28","86","","86","0","0","0","0","0","0","","0","0","0","0","0"
"2015","110003000506","River Terrace EC","District of Columbia","District of Columbia Public Schools","Other","Special education school","No","122","0","122","125","","121","0","4","0","0","0","0","","0","0","0","0","0"
"2015","110003100246","KIPP DC KEY Academy PCS","District of Columbia","KIPP Academy PCS","Middle","Regular school","Yes","289","0","289","341","","343","84","61","36","0","0","0","","0","0","0","2","7"
"2015","110003100375","KIPP DC LEAP Academy PCS","District of Columbia","KIPP Academy PCS","Primary","Regular school","Yes","179","0","179","213","","215","","","","","","","","","","","",""
"2015","110003100376","KIPP DC WILL Academy PCS","District of Columbia","KIPP Academy PCS","Middle","Regular school","Yes","254","0","254","303","","302","67","41","52","0","2","0","","0","4","0","9","4"
"2015","110003100381","KIPP DC AIM Academy PCS","District of Columbia","KIPP Academy PCS","Middle","Regular school","Yes","290","0","290","350","","351","34","52","70","0","4","0","","2","2","0","9","9"
"2015","110003100419","KIPP DC PCS Promise Academy","District of Columbia","KIPP Academy PCS","Primary","Regular school","Yes","435","0","435","515","","515","0","25","11","0","0","0","","0","0","0","10","13"
"2015","110003100421","KIPP DC College Preparatory Academy PCS","District of Columbia","KIPP Academy PCS","High","Regular school","Yes","424","0","424","505","","507","120","77","66","0","4","0","","0","0","0","4","0"
"2015","110003100427","KIPP DC Discover Academy PCS","District of Columbia","KIPP Academy PCS","Primary","Regular school","Yes","290","0","290","346","","347","0","2","0","0","0","0","","0","0","0","2","0"
"2015","110003100432","KIPP DC GROW Academy PCS","District of Columbia","KIPP Academy PCS","Primary","Regular school","Yes","274","0","274","327","","331","0","4","0","0","0","0","","0","2","0","6","11"
"2015","110003100452","KIPP DC Heights Academy PCS","District of Columbia","KIPP Academy PCS","Primary","Regular school","Yes","365","0","365","434","","433","37","25","22","0","0","0","","0","0","0","14","17"
"2015","110003100463","KIPP DC LEAD Academy PCS","District of Columbia","KIPP Academy PCS","Primary","Regular school","Yes","351","0","351","421","","422","4","20","14","0","0","0","","0","2","0","4","11"
"2015","110003100468","KIPP DC Connect Academy PCS","District of Columbia","KIPP Academy PCS","Primary","Regular school","Yes","264","0","264","315","","318","0","2","0","0","0","0","","0","0","0","2","4"
"2015","110003100469","KIPP DC Spring Academy PCS","District of Columbia","KIPP Academy PCS","Primary","Regular school","Yes","182","0","182","216","","217","0","4","4","0","0","0","","0","0","0","0","0"
"2015","110003100486","KIPP DC Valor Academy PCS","District of Columbia","KIPP Academy PCS","Middle","Regular school","Yes","101","0","101","120","","120","11","20","11","0","2","0","","0","2","0","9","4"
"2015","110003100487","KIPP DC Northeast Academy PCS","District of Columbia","KIPP Academy PCS","Middle","Regular school","Yes","199","0","199","238","","241","2","14","10","0","0","0","","0","0","0","4","4"
"2015","110003100488","KIPP DC Quest Academy PCS","District of Columbia","KIPP Academy PCS","Primary","Regular school","Yes","269","0","269","324","","329","13","20","30","0","0","0","","0","4","0","15","11"
"2015","110003100489","KIPP DC Arts & Technology Academy PCS","District of Columbia","KIPP Academy PCS","Primary","Regular school","Yes","190","0","190","229","","231","0","4","0","0","0","0","","0","0","0","0","0"
"2015","110003200247","Latin America Montessori Bilingual LAMB PCS","District of Columbia","Latin America Youth Bilingual Montessori LAMB PCS","Primary","Regular school","Yes","65","22","87","374","","377","0","0","0","0","0","0","","0","0","0","0","0"
"2015","110003400249","Thurgood Marshall Academy PCS","District of Columbia","Thurgood Marshall Academy PCS","High","Regular school","Yes","250","26","276","387","","390","0","54","9","0","0","0","","0","0","0","0","0"
"2015","110003500253","Capital City Lower PCS","District of Columbia","Capital City PCS","Primary","Regular school","Yes","163","46","209","324","","326","2","2","0","0","0","0","","0","0","0","0","0"
"2015","110003500464","Capital City Middle School PCS","District of Columbia","Capital City PCS","Middle","Regular school","Yes","184","51","235","324","","310","6","21","6","0","0","0","","0","0","0","0","0"
"2015","110003500475","Capital City HS PCS","District of Columbia","Capital City PCS","High","Regular school","Yes","212","55","267","333","","318","10","49","12","2","0","0","","0","0","0","0","0"
"2015","110003900257","Paul PCS Middle School","District of Columbia","Paul JHS PCS","Middle","Regular school","Yes","112","7","119","232","","230","87","23","20","0","0","0","","0","0","0","0","0"
"2015","110003900477","Paul PCS International HS","District of Columbia","Paul JHS PCS","High","Regular school","Yes","213","15","228","444","","441","88","39","16","0","9","0","","0","0","0","0","0"
"2015","110004000258","Tree of Life Community PCS","District of Columbia","Tree of Life PCS","Not applicable","Regular school","Yes","","","","","","","","","","","","","","","","","",""
"2015","110004200273","D C  Bilingual PCS","District of Columbia","DC Bilingual PCS","Primary","Regular school","Yes","299","31","330","403","","411","0","10","7","0","0","0","","0","0","0","0","0"
"2015","110004300274","EL  Haynes PCS Middle School","District of Columbia","EL Haynes PCS","Middle","Regular school","Yes","232","31","263","373","","377","2","46","40","2","0","0","","0","0","0","0","0"
