,attending_school,case_no,casetype,dcps_school_against,home_school,failed_parse,casetype_clean_init,casetype_isdigits,casetype_final
3665,Simon Elementary,2014--0205,04/25/2014,Ballou STAY,Leckie Elemen tary Schoo l,0,04/25/2014,digits,Other/failed to parse
3666,Simon Elementary,2014--0205,04/25/2014,Ballou STAY,H.D. Woodson Senior High,0,04/25/2014,digits,Other/failed to parse
3667,Ballou STAY,2014--0206,04/28/2014,Ballou STAY,H.D. Woodson Senior High,0,04/28/2014,digits,Other/failed to parse
3668,Ballou STAY,2014--0206,04/28/2014,Ballou STAY,Schoo l,0,04/28/2014,digits,Other/failed to parse
3669,Ballou STAY,2014--0206,04/28/2014,Roosevelt High School,Schoo l,0,04/28/2014,digits,Other/failed to parse
3670,Non -Attend,2014--0207,04/28/2014,Roosevelt High School,Roosevelt High School,0,04/28/2014,digits,Other/failed to parse
3671,Non -Attend,2014--0207,04/29/ 2014,Roosevelt High School,Roosevelt High School,0,04/29/ 2014,digits,Other/failed to parse
3672,Non -Attend,2014--0207,04/29/ 2014,lab Schoo l of Wash ington,Roosevelt High School,0,04/29/ 2014,digits,Other/failed to parse
3673,Lab Schoo l of Was hingto n,2014--0208,04/29/ 2014,Lab Schoo l of Wash ington,Cool idge High Schoo l,0,04/29/ 2014,digits,Other/failed to parse
3674,Lab Schoo l of Was hingto n,2014--0208,04/29/ 2014,Hyde ES,Cool idge High Schoo l,0,04/29/ 2014,digits,Other/failed to parse
3675,OTHER,2014--0209,04/30/20 14,Hyde ES,Hyde ES,0,04/30/20 14,digits,Other/failed to parse
3676,OTHER,2014--0209,04/30/20 14,Nat ional Collegiate PCS,Hyde ES,0,04/30/20 14,digits,Other/failed to parse
3677,National Collegiate PCS,2014--0211,05/01/2 014,Nat iona l Collegiate PCS,Hyde ES,0,05/01/2 014,digits,Other/failed to parse
3678,National Collegiate PCS,2014--0211,05/01/2 014,Nat ional Collegiate PCS,Hyde ES,0,05/01/2 014,digits,Other/failed to parse
3679,National Collegiate PCS,2014--0211,05/01/2 014,Kelly M iller MS,Hyde ES,0,05/01/2 014,digits,Other/failed to parse
3749,05/23/20 14,05/23/20 14,05/23/20 14,Dunbar High Schoo l,05/23/20 14,0,05/23/20 14,digits,Other/failed to parse
3750,05/23/20 14,05/23/20 14,05/23/20 14,HD Cooke Elementary School,05/23/20 14,0,05/23/20 14,digits,Other/failed to parse
3838,M iner Elementary,2014-0281,06/20/2014,M iner Elemen tary,Kramer M idd le School,0,06/20/2014,digits,Other/failed to parse
3839,IDEAL Academy PCS( all campuses),2014-0283,06/20/2014,M iner Elemen tary,Kramer M idd le School,0,06/20/2014,digits,Other/failed to parse
3840,BASIS Charter School,2014-028 2,06/20/2014,M iner Elemen tary,Kramer M idd le School,0,06/20/2014,digits,Other/failed to parse
3841,BASIS Charter School,2014-028 2,06/20/2014,McKinley Technology High,Kramer M idd le School,0,06/20/2014,digits,Other/failed to parse
3842,Mc Kin ley Technol ogy High,2014-0288,06/20/2014,McKinley Technology High,LaSalle-Backus EC,0,06/20/2014,digits,Other/failed to parse
3843,Mc Kin ley Technol ogy High,2014-0288,06/20/2014,McKinley Techno logy High,LaSalle-Backus EC,0,06/20/2014,digits,Other/failed to parse
3844,Mc Kin ley Technol ogy High,2014-0288,06/20/2014,Ballou Senior High School,LaSalle-Backus EC,0,06/20/2014,digits,Other/failed to parse
3845,Ballou Senio r High School,2014-0289,06/20/2014,Ballou Senior High School,LaSalle-Backus EC,0,06/20/2014,digits,Other/failed to parse
3846,Ballou Senio r High School,2014-0289,06/20/2014,Wilson Senior High School,LaSalle-Backus EC,0,06/20/2014,digits,Other/failed to parse
3847,W ilson Senior High School,2014-028 7,06/23/2014,Wil son Senior High School,Wi lson Senio r High School,0,06/23/2014,digits,Other/failed to parse
3848,W ilson Senior High School,2014-028 7,06/23/2014,Wilson Senior High School,Wi lson Senio r High School,0,06/23/2014,digits,Other/failed to parse
3849,W ilson Senior High School,2014-028 7,06/23/2014,Watk ins Elementary School,Wi lson Senio r High School,0,06/23/2014,digits,Other/failed to parse
3850,Watk ins Elementary,2014-0285,06/23/2014,Watk ins Elemen tary School,Watk ins Eleme ntary School,0,06/23/2014,digits,Other/failed to parse
3851,Watk ins Elementary,2014-0285,06/23/2014,Watk ins Elemen tary Schoo l,Watk ins Eleme ntary School,0,06/23/2014,digits,Other/failed to parse
3852,High Road PG,2014-0286,06/23/2014,Watk ins Elemen tary Schoo l,Watk ins Eleme ntary School,0,06/23/2014,digits,Other/failed to parse
3853,High Road PG,2014-0286,06/23/2014,M iner Elemen tary,Watk ins Eleme ntary School,0,06/23/2014,digits,Other/failed to parse
3854,M iner Elementary,2014-029 1,06/23/2014,M ine r Elementary,M iner Eleme ntary,0,06/23/2014,digits,Other/failed to parse
3855,M iner Elementary,2014-029 1,06/23/2014,M iner Elemen tary,M iner Eleme ntary,0,06/23/2014,digits,Other/failed to parse
3856,M iner Elementary,2014-029 1,06/24/20 14,M iner Elemen tary,M iner Eleme ntary,0,06/24/20 14,digits,Other/failed to parse
3857,BASIS Charter Schoo l,2014-0290,06/24/20 14,M iner Elemen tary,BASIS Charter Schoo l,0,06/24/20 14,digits,Other/failed to parse
3858,BASIS Charter Schoo l,2014-0290,06/24/20 14,Hart M iddle School,BASIS Charter Schoo l,0,06/24/20 14,digits,Other/failed to parse
3859,Hart M iddle School,2014-0293,06/24/20 14,Hart M iddle School,Hart M idd le School,0,06/24/20 14,digits,Other/failed to parse
3860,Hart M iddle School,2014-0293,06/24/20 14,Hart Midd le School,Hart M idd le School,0,06/24/20 14,digits,Other/failed to parse
3861,Hart M iddle School,2014-0293,06/24/20 14,Raymond Elementary School,Hart M idd le School,0,06/24/20 14,digits,Other/failed to parse
3862,Hart M iddle School,2014-0293,06/25/2014,Raymond Elementary School,Hart M idd le School,0,06/25/2014,digits,Other/failed to parse
3863,Raymond Elementary,2014-0292,06/25/2014,Raymond Elementary School,Hart M idd le School,0,06/25/2014,digits,Other/failed to parse
3864,Raymond Elementary,2014-0292,06/25/2014,Raymond Element ary School,Hart M idd le School,0,06/25/2014,digits,Other/failed to parse
3865,Raymond Elementary,2014-0292,06/25/2014,Jeff erson MS,Hart M idd le School,0,06/25/2014,digits,Other/failed to parse
3866,Jefferson,2014-0295,06/25/2014,Jeff erson MS,Hart M idd le School,0,06/25/2014,digits,Other/failed to parse
3867,Jefferson,2014-0295,06/25/2014,Jefferson MS,Hart M idd le School,0,06/25/2014,digits,Other/failed to parse
3868,Jefferson,2014-0295,06/25/2014,Broo klan d ES@ Bunker Hill,Hart M idd le School,0,06/25/2014,digits,Other/failed to parse
3869,Broo kland ES@ Bunke r Hill,2014-0296,06/25/2014,Broo klan d ES@ Bunker Hill,Hart M idd le School,0,06/25/2014,digits,Other/failed to parse
3870,Broo kland ES@ Bunke r Hill,2014-0296,06/27/2014,Brookland ES@ Bunker Hill,Hart M idd le School,0,06/27/2014,digits,Other/failed to parse
3871,Broo kland ES@ Bunke r Hill,2014-0296,06/27/2014,Hardy MS@ Hamil t on School,Hart M idd le School,0,06/27/2014,digits,Other/failed to parse
3872,Broo kland ES@ Bunke r Hill,2014-0296,06/27/2014,Hardy M S @ Hami lt on School,Hart M idd le School,0,06/27/2014,digits,Other/failed to parse
3873,Hardy MS@ Hamilton Schoo l,2014-0294,06/27/2014,Hardy M S @ Hami lt on School,Hardy MS@ Hami lton Schoo l,0,06/27/2014,digits,Other/failed to parse
3874,Hardy MS@ Hamilton Schoo l,2014-0294,06/27/2014,Hardy MS@ Hami lt on School,Hardy MS@ Hami lton Schoo l,0,06/27/2014,digits,Other/failed to parse
3875,Hardy MS@ Hamilton Schoo l,2014-0294,06/27/2014,Hardy MS@ Hamilto n School,Hardy MS@ Hami lton Schoo l,0,06/27/2014,digits,Other/failed to parse
3876,Hardy MS@ Hamilton Schoo l,2014-0294,06/27/2014,Anacost ia Senior High Schoo l,Hardy MS@ Hami lton Schoo l,0,06/27/2014,digits,Other/failed to parse
3877,Hardy MS@ Hamilton Schoo l,2014-0294,06/27/2014,Anacost ia Sen ior High School,Hardy MS@ Hami lton Schoo l,0,06/27/2014,digits,Other/failed to parse
3878,Anaco st ia Senior High School,2014-0297,06/27/2014,Anacost ia Senior High School,Anacost ia Senior High School,0,06/27/2014,digits,Other/failed to parse
3879,Anaco st ia Senior High School,2014-0297,06/27/2014,Anacost ia Senior High Schoo l,Anacost ia Senior High School,0,06/27/2014,digits,Other/failed to parse
3880,Anaco st ia Senior High School,2014-0297,06/30/ 2014,Anacost ia Senior High Schoo l,Anacost ia Senior High School,0,06/30/ 2014,digits,Other/failed to parse
3881,Katherine,2014-0299,06/30/ 2014,Anacost ia Senior High Schoo l,Key Eleme ntary School,0,06/30/ 2014,digits,Other/failed to parse
3882,Katherine,2014-0299,06/30/ 2014,Cardozo High Schoo l,Key Eleme ntary School,0,06/30/ 2014,digits,Other/failed to parse
3883,cardozo High School,2014-0298,06/30/ 2014,Cardozo High School,cardozo High School,0,06/30/ 2014,digits,Other/failed to parse
3884,cardozo High School,2014-0298,06/30/ 2014,Langdon Elementary School,cardozo High School,0,06/30/ 2014,digits,Other/failed to parse
3885,Langdon Eleme ntary School,2014-0301,06/30/ 2014,Langdon Elementary School,cardozo High School,0,06/30/ 2014,digits,Other/failed to parse
3886,Hart M iddle Schoo l,2014-0303,06/30/ 2014,Hart Middle School,Hart M idd le Schoo l,0,06/30/ 2014,digits,Other/failed to parse
3887,Hart M iddle Schoo l,2014-0303,06/30/ 2014,Anacost ia Senior High Schoo l,Hart M idd le Schoo l,0,06/30/ 2014,digits,Other/failed to parse
3888,Hart M iddle Schoo l,2014-0303,07/01/20 14,Anacost ia Senior High Schoo l,Hart M idd le Schoo l,0,07/01/20 14,digits,Other/failed to parse
3889,Anaco sti a Senio r High School,2014-0302,07/01/20 14,Anacost ia Senior High School,Hart M idd le Schoo l,0,07/01/20 14,digits,Other/failed to parse
3890,Anaco sti a Senio r High School,2014-0302,07/01/20 14,Anacost ia Senior High Schoo l,Hart M idd le Schoo l,0,07/01/20 14,digits,Other/failed to parse
3891,Anaco sti a Senio r High School,2014-0302,07/01/20 14,H.D. Woodson Senior High School,Hart M idd le Schoo l,0,07/01/20 14,digits,Other/failed to parse
3892,H.D. Woodson Senior High Schoo l,2014-0300,07/01/20 14,H.D. Woodson Senior High School,Eastern High Schoo l,0,07/01/20 14,digits,Other/failed to parse
3893,Ach ievement Prep Academy Publ ic Charter,2014-0304,07/01/20 14,H.D. Woodson Senior High School,Eastern High Schoo l,0,07/01/20 14,digits,Other/failed to parse
3894,Ach ievement Prep Academy Publ ic Charter,2014-0304,07/02/2014,H.D. Woodson Senior High School,Eastern High Schoo l,0,07/02/2014,digits,Other/failed to parse
3895,Accot ink Acade my,2014-0305,07/02/2014,Accot ink Academy,Eastern High Schoo l,0,07/02/2014,digits,Other/failed to parse
3896,Accot ink Academy,2014-0308,07/02/2014,Accot ink Academy,Eastern High Schoo l,0,07/02/2014,digits,Other/failed to parse
3897,Accot ink Academy,2014-0308,07/03/2014,Accot ink Academy,Wash ington Math Science,0,07/03/2014,digits,Other/failed to parse
3905,-,07/18/2014,07/18/2014,07/18/2014,-,0,07/18/2014,digits,Other/failed to parse
3906,-,07/18/2014,07/18/2014,OTHER,-,0,07/18/2014,digits,Other/failed to parse
4220,11/26/2014,11/26/2014,11/26/2014,Bell Mu lt icultural Senior High School,11/26/2014,0,11/26/2014,digits,Other/failed to parse
4221,11/26/2014,11/26/2014,11/26/2014,Bell Mu lt icult ural Senior High School,11/26/2014,0,11/26/2014,digits,Other/failed to parse
4306,01/12/2015,01/12/2015,01/12/2015,Ludlow-Taylo r ES,01/12/2015,0,01/12/2015,digits,Other/failed to parse
4307,01/12/2015,01/12/2015,01/12/2015,Ludlow-Taylor ES,01/12/2015,0,01/12/2015,digits,Other/failed to parse
4515,Incarcerated Youth Program Correct ional,04/08/2015,04/08/2015,04/08/2015,04/08/2015,0,04/08/2015,digits,Other/failed to parse
4571,Roosevelt High School,2015-0146,04/22/2015,Roosevelt High School,Kramer M iddle School,0,04/22/2015,digits,Other/failed to parse
4572,Roosevelt High School,2015-0146,04/22/2015,Ballou Senior High School,Kramer M iddle School,0,04/22/2015,digits,Other/failed to parse
4573,Ballou Senior High School,2015-0145,04/22/2015,Ballou Senior High School,Ballou Senior High School,0,04/22/2015,digits,Other/failed to parse
4574,Ballou Senior High School,2015-0145,04/22/2015,Sousa M iddle School,Ballou Senior High School,0,04/22/2015,digits,Other/failed to parse
4575,Sousa Middle School,2015-0147,04/22/2015,Sousa M iddle School,Kelly Miller MS,0,04/22/2015,digits,Other/failed to parse
4576,Sousa Middle School,2015-0147,04/23/2015,Sousa M iddle School,Kelly Miller MS,0,04/23/2015,digits,Other/failed to parse
4577,New Beginnings Vocat ional School,2015-0130,04/23/2015,Sousa M iddle School,Kelly Miller MS,0,04/23/2015,digits,Other/failed to parse
4578,New Beginnings Vocat ional School,2015-0130,04/23/2015,HD Cooke Elementary School,Kelly Miller MS,0,04/23/2015,digits,Other/failed to parse
4579,HD Cooke Elementary School,2015-0148,04/23/2015,HD Cooke Elementary School,Kelly Miller MS,0,04/23/2015,digits,Other/failed to parse
4580,Inspired Teaching Demonstration PCS,2015-0151,04/23/2015,HD Cooke Elementary School,Kelly Miller MS,0,04/23/2015,digits,Other/failed to parse
4581,Inspired Teaching Demonstration PCS,2015-0151,04/23/2015,Stanton Elementary School,Kelly Miller MS,0,04/23/2015,digits,Other/failed to parse
4582,Inspired Teaching Demonstration PCS,2015-0151,04/23/2015,Stanto n Elementary School,Kelly Miller MS,0,04/23/2015,digits,Other/failed to parse
4583,Stanto n Elementary School,2015-015 2,04/23/2015,Stanto n Elementary School,Stanton Elementary School,0,04/23/2015,digits,Other/failed to parse
4584,Stanto n Elementary School,2015-015 2,04/23/2015,Stanton Elementary School,Stanton Elementary School,0,04/23/2015,digits,Other/failed to parse
4585,Stanto n Elementary School,2015-015 2,04/2 4/2015,Stanto n Elementary School,Stanton Elementary School,0,04/2 4/2015,digits,Other/failed to parse
4586,Stanto n Elementary School,2015-015 2,04/2 4/2015,Stanton Elementary School,Stanton Elementary School,0,04/2 4/2015,digits,Other/failed to parse
4587,Stanto n Elementary School,2015-015 2,04/2 4/2015,Stuart -Hobson Middle School,Stanton Elementary School,0,04/2 4/2015,digits,Other/failed to parse
4588,Stuart-Hobson Midd le School,2015-0150,04/2 4/2015,Stuart-Hobson Middle School,Stanton Elementary School,0,04/2 4/2015,digits,Other/failed to parse
4589,Stuart-Hobson Midd le School,2015-0150,04/2 4/2015,Dunbar High School,Stanton Elementary School,0,04/2 4/2015,digits,Other/failed to parse
4590,Dunbar High School,2015-0149,04/2 4/2015,Dunbar High School,Stanton Elementary School,0,04/2 4/2015,digits,Other/failed to parse
4591,Dunbar High School,2015-0149,04/2 4/2015,Dunbar High Schoo l,Stanton Elementary School,0,04/2 4/2015,digits,Other/failed to parse
4592,Dunbar High School,2015-0149,04/2 4/2015,Coolidge High School,Stanton Elementary School,0,04/2 4/2015,digits,Other/failed to parse
4593,Coolidge High School,2015-0153,04/27/2015,Coolidge High School,Stanton Elementary School,0,04/27/2015,digits,Other/failed to parse
4594,Coolidge High School,2015-0153,04/27/2015,Ballou Senior High School,Stanton Elementary School,0,04/27/2015,digits,Other/failed to parse
4595,Ballou Senior High School,2015-0155,04/27/2015,Ballou Senior High School,Ballou Senior High School,0,04/27/2015,digits,Other/failed to parse
4596,Ballou Senior High School,2015-0155,04/27/2015,Kramer M idd le Schoo l,Ballou Senior High School,0,04/27/2015,digits,Other/failed to parse
4597,Ballou Senior High School,2015-0155,04/27/2015,Kramer M idd le School,Ballou Senior High School,0,04/27/2015,digits,Other/failed to parse
4971,Wa lker-Jones/T urne r EC,2015-0284,08/24/2015,Eastern High School,Wi lson Senio r High School,0,08/24/2015,digits,Other/failed to parse
4972,Wa lker-Jones/T urne r EC,2015-0284,08/24/2015,Eastern High Schoo l,Wi lson Senio r High School,0,08/24/2015,digits,Other/failed to parse
4973,Eastern High Schoo l,2015-0283,08/24/2015,Eastern High Schoo l,Wi lson Senio r High School,0,08/24/2015,digits,Other/failed to parse
4974,Eastern High Schoo l,2015-0283,08/24/2015,Eastern High School,Wi lson Senio r High School,0,08/24/2015,digits,Other/failed to parse
4975,Eastern High Schoo l,2015-0283,08/24/2015,Dunbar High School,Wi lson Senio r High School,0,08/24/2015,digits,Other/failed to parse
4976,Dunbar High School,2015-0285,08/24/2015,Dunbar High School,Dunbar High School,0,08/24/2015,digits,Other/failed to parse
4977,Dunbar High School,2015-0285,08/24/2015,Dunba r High Schoo l,Dunbar High School,0,08/24/2015,digits,Other/failed to parse
4978,Dunbar High School,2015-0285,08/24/2015,Dunbar High Schoo l,Dunbar High School,0,08/24/2015,digits,Other/failed to parse
4979,OTHER,2015-0286·8,08/24/2015,KIPP (Al l Campuses),KIPP (All Campuses),0,08/24/2015,digits,Other/failed to parse
4980,OTHER,2015-0286·8,08/25/ 2015,KIPP (Al l Campuses),KIPP (All Campuses),0,08/25/ 2015,digits,Other/failed to parse
4981,OTHER,2015-0286·8,08/25/ 2015,Stuart -Hobson M iddle Schoo l,KIPP (All Campuses),0,08/25/ 2015,digits,Other/failed to parse
4982,Stuart-Hobson Midd,2015-0287,08/25/ 2015,Stuart -Hobson M iddle Schoo l,Johnson MS,0,08/25/ 2015,digits,Other/failed to parse
4983,Stuart-Hobson Midd,2015-0287,08/25/ 2015,Stuart-Hobson M iddle Schoo l,Johnson MS,0,08/25/ 2015,digits,Other/failed to parse
4984,OTHER,2015-0286,08/25/ 2015,Stuart-Hobson M iddle Schoo l,KIPP (All Campuses),0,08/25/ 2015,digits,Other/failed to parse
4985,OTHER,2015-0286,08/25/ 2015,Cardozo High School,KIPP (All Campuses),0,08/25/ 2015,digits,Other/failed to parse
5044,Reginald Lour ie Center Schoo l,2015-0311,09/21/20 15,Reginald Lourie Cente r School,Tyler Elementary Schoo l,0,09/21/20 15,digits,Other/failed to parse
5045,Reginald Lour ie Center Schoo l,2015-0311,09/21/20 15,Regina ld Lour ie Center School,Tyler Elementary Schoo l,0,09/21/20 15,digits,Other/failed to parse
5046,Reginald Lour ie Center Schoo l,2015-0311,09/21/20 15,New Beginni ngs Vocat iona l School,Tyler Elementary Schoo l,0,09/21/20 15,digits,Other/failed to parse
5047,Pathways,2015-0312,09/22/2015,New Beginnings Vocat iona l School,Ballou Senior High Schoo l,0,09/22/2015,digits,Other/failed to parse
5048,Pathways,2015-0312,09/22/2015,New Beginni ngs Vocat iona l School,Ballou Senior High Schoo l,0,09/22/2015,digits,Other/failed to parse
5049,Pathways,2015-0312,09/22/2015,Ballou Senior High School,Ballou Senior High Schoo l,0,09/22/2015,digits,Other/failed to parse
5050,Ballou Senior High School,2015-0313,09/23/2015,Ballou Senior High School,Ballou Senior High Schoo l,0,09/23/2015,digits,Other/failed to parse
5051,Ballou Senior High School,2015-0313,09/23/2015,New Beginni ngs Vocat iona l School,Ballou Senior High Schoo l,0,09/23/2015,digits,Other/failed to parse
5052,New Beginnings Vocationa,2015-0315,09/23/2015,New Beginni ngs Vocat iona l School,Ballou Senior High Schoo l,0,09/23/2015,digits,Other/failed to parse
5053,New Beginnings Vocationa,2015-0315,09/25/2015,New Beginnings Vocat iona l School,Ballou Senior High Schoo l,0,09/25/2015,digits,Other/failed to parse
5054,New Beginnings Vocationa,2015-0315,09/25/2015,Brook land MS,Ballou Senior High Schoo l,0,09/25/2015,digits,Other/failed to parse
5055,Broo kland ES@ Bunker Hill,2015-0314,09/25/2015,Brook land MS,Brook land ES @ Bunker Hill,0,09/25/2015,digits,Other/failed to parse
5056,Broo kland ES@ Bunker Hill,2015-0314,09/25/2015,Krame r M idd le School,Brook land ES @ Bunker Hill,0,09/25/2015,digits,Other/failed to parse
5057,Kramer M idd le School,2015-0316,09/25/2015,Krame r M idd le Schoo l,Kramer M idd le School,0,09/25/2015,digits,Other/failed to parse
5058,Kramer M idd le School,2015-0316,09/25/2015,Kramer M idd le School,Kramer M idd le School,0,09/25/2015,digits,Other/failed to parse
5059,Kramer M idd le School,2015-0316,09/25/2015,Dunbar High School,Kramer M idd le School,0,09/25/2015,digits,Other/failed to parse
5060,Dunbar High School,2015-0319,09/25/2015,Dunba r High Schoo l,Kramer M idd le School,0,09/25/2015,digits,Other/failed to parse
5061,Dunbar High School,2015-0319,09/25/2015,Dunbar High Schoo l,Kramer M idd le School,0,09/25/2015,digits,Other/failed to parse
5062,Dunbar High School,2015-0319,09/25/2015,Hearst Elementa ry School,Kramer M idd le School,0,09/25/2015,digits,Other/failed to parse
5063,Katheri ne Thomas,2015-0318,09/25/2015,Hearst Elementa ry School,Murc h Elementary School,0,09/25/2015,digits,Other/failed to parse
5064,Katheri ne Thomas,2015-0318,09/28/2015,Hearst Eleme nta ry School,Murc h Elementary School,0,09/28/2015,digits,Other/failed to parse
5065,Katheri ne Thomas,2015-0318,09/28/2015,Sharpe Health School,Murc h Elementary School,0,09/28/2015,digits,Other/failed to parse
5066,OTHER,2015-0317,09/28/2015,Sharpe Health School,Kelly Mille r MS,0,09/28/2015,digits,Other/failed to parse
5067,OTHER,2015-0317,09/28/2015,Lab Schoo l of Washington,Kelly Mille r MS,0,09/28/2015,digits,Other/failed to parse
5068,OTHER,2015-0320,09/28/2015,Lab Schoo l of Washington,Wi lson Senio r High School,0,09/28/2015,digits,Other/failed to parse
5069,OTHER,2015-0320,09/28/2015,Lab Schoo l of Wash ington,Wi lson Senio r High School,0,09/28/2015,digits,Other/failed to parse
5070,OTHER,2015-0320,09/ 29/20 15,DC Scholars Public Charter Schoo l,Wi lson Senio r High School,0,09/ 29/20 15,digits,Other/failed to parse
5071,Lab School of Was hington,2015-0321,09/ 29/20 15,DC Scholars Public Charter Schoo l,Deal M idd le School,0,09/ 29/20 15,digits,Other/failed to parse
5072,Lab School of Was hington,2015-0321,09/ 29/20 15,Eagle Academy PCS,Deal M idd le School,0,09/ 29/20 15,digits,Other/failed to parse
5073,Eagle Academy PCS,2015-0322,09/ 29/20 15,Eagle Academy PCS,Eagle Academy PCS,0,09/ 29/20 15,digits,Other/failed to parse
5074,Eagle Academy PCS,2015-0322,09/30/20 15,Eagle Academy PCS,Eagle Academy PCS,0,09/30/20 15,digits,Other/failed to parse
5075,Eagle Academy PCS,2015-0322,09/30/20 15,Ludlow-Tay lor ES,Eagle Academy PCS,0,09/30/20 15,digits,Other/failed to parse
5125,Thurgood Marshall Academy,2015-0344,"LA~CUO<CU OW,.",Kelly M iller MS,Anacost ia Senior High Schoo l,0,"LA~CUO<CU OW,.",no_digits,Other/failed to parse
5126,Langdon Elem enta ry Schoo l,2015-0342,"LA~CUO<CU OW,.",Langdon Elementary School,"Harri s, C.W . ES",0,"LA~CUO<CU OW,.",no_digits,Other/failed to parse
5127,Langdon Elem enta ry Schoo l,2015-0342,"LA~CUO<CU OW,.",Eastern High School,"Harri s, C.W . ES",0,"LA~CUO<CU OW,.",no_digits,Other/failed to parse
5128,Langdon Elem enta ry Schoo l,2015-0342,"LA~CUO<CU OW,.",Eastern High Schoo l,"Harri s, C.W . ES",0,"LA~CUO<CU OW,.",no_digits,Other/failed to parse
5421,03/ 02/2016,03/ 02/2016,03/ 02/2016,H.0. Woodson Senior High School,03/ 02/2016,0,03/ 02/2016,digits,Other/failed to parse
5422,03/ 02/2016,03/ 02/2016,03/ 02/2016,H.D. Woodson Senior High School,03/ 02/2016,0,03/ 02/2016,digits,Other/failed to parse
5459,. ..,. ..,03/24/2016,03/24/2016,...,0,03/24/2016,digits,Other/failed to parse
5460,. ..,. ..,03/24/2016,Brookland MS,...,0,03/24/2016,digits,Other/failed to parse
5461,. ..,. ..,03/28/20 16,Brookland MS,...,0,03/28/20 16,digits,Other/failed to parse
5462,. ..,. ..,03/28/20 16,Brookland MS,Friendship Public Charter,0,03/28/20 16,digits,Other/failed to parse
5463,"Friendship Public Chane, School (all campuses)",2016-0073,03/28/20 16,Brookland MS,Friendship Public Charter,0,03/28/20 16,digits,Other/failed to parse
5464,"Friendship Public Chane, School (all campuses)",2016-0073,03/28/20 16,Brookland MS,School (all campuses),0,03/28/20 16,digits,Other/failed to parse
5465,"Friendship Public Chane, School (all campuses)",2016-0073,03/28/20 16,Brookland MS,Friendship Public Charte r,0,03/28/20 16,digits,Other/failed to parse
5466,Friendship Public Chaner School (all campuses),2016-0072,03/28/20 16,Brookland MS,Friendship Public Charte r,0,03/28/20 16,digits,Other/failed to parse
5467,Friendship Public Chaner School (all campuses),2016-0072,03/28/20 16,Brookland MS,School (all campuses),0,03/28/20 16,digits,Other/failed to parse
5468,Friendship Public Chaner School (all campuses),2016-0072,03/28/20 16,Anacost ia Senior High School,School (all campuses),0,03/28/20 16,digits,Other/failed to parse
5469,Anacostia Senior High School,2016-0075,03/28/20 16,Anacost ia Senior High School,Anacost ia Senior High School,0,03/28/20 16,digits,Other/failed to parse
5470,Anacostia Senior High School,2016-0075,03/28/20 16,Coolidge High School,Anacost ia Senior High School,0,03/28/20 16,digits,Other/failed to parse
5471,Coolidge High School,2016-0078,03/28/20 16,Coolidge High School,Anacost ia Senior High School,0,03/28/20 16,digits,Other/failed to parse
5472,Coolidge High School,2016-0078,03/29/2016,Coolidge High School,Anacost ia Senior High School,0,03/29/2016,digits,Other/failed to parse
5473,Johnson MS,2016-0077,03/29/2016,Johnson MS,Johnson MS,0,03/29/2016,digits,Other/failed to parse
5474,Johnson MS,2016-0077,03/29/2016,National Childre n's Cente r (N•Z),Johnson MS,0,03/29/2016,digits,Other/failed to parse
5475,National Children's Center (N-Z),2016-0079,03/31/2016,Nat ional Children's Center (N-Z),Nat ional Children 's Center (N•Z),0,03/31/2016,digits,Other/failed to parse
5476,National Children's Center (N-Z),2016-0079,03/31/2016,National Children's Center (N-Z),Nat ional Children 's Center (N•Z),0,03/31/2016,digits,Other/failed to parse
5477,National Children's Center (N-Z),2016-0079,03/31/2016,Coolidge High School,Nat ional Children 's Center (N•Z),0,03/31/2016,digits,Other/failed to parse
5478,Non-Attend ing,2016-0083,03/31/2016,Coolidge High School,Coolidge High School,0,03/31/2016,digits,Other/failed to parse
5479,Non-Attend ing,2016-0083,03/31/2016,Moten Elementary School @ Wilkinson,Moten Elementa ry School@,0,03/31/2016,digits,Other/failed to parse
5480,Moten Elementary School @ Wi lkinson,2016-0080,03/31/2016,Moten Elementary School @ Wilkinson,Moten Elementa ry School@,0,03/31/2016,digits,Other/failed to parse
5481,Moten Elementary School @ Wi lkinson,2016-0080,03/31/2016,Moten Elementary School @ Wilkinson,Wilkinson,0,03/31/2016,digits,Other/failed to parse
5482,Moten Elementary School @ Wi lkinson,2016-0080,03/31/2016,Hart Middle School,Wilkinson,0,03/31/2016,digits,Other/failed to parse
5483,Moten Elementary School @ Wi lkinson,2016-0080,03/31/2016,Hart M iddle School,Wilkinson,0,03/31/2016,digits,Other/failed to parse
5484,Han M iddle School,2016-0082,03/31/2016,Hart M iddle School,Han Middle School,0,03/31/2016,digits,Other/failed to parse
5485,Han M iddle School,2016-0082,04/ 01/2016,Hart M iddle School,Han Middle School,0,04/ 01/2016,digits,Other/failed to parse
5486,Han M iddle School,2016-0082,04/ 01/2016,Coolidge High School,Han Middle School,0,04/ 01/2016,digits,Other/failed to parse
5487,Coolidge High School,2016-0084,04/ 01/2016,Coolidge High School,Ballou Senior High School,0,04/ 01/2016,digits,Other/failed to parse
5488,Coolidge High School,2016-0084,04/ 01/2016,Brook land MS,Ballou Senior High School,0,04/ 01/2016,digits,Other/failed to parse
5489,Coolidge High School,2016-0084,04/ 01/2016,Brookland MS,Ballou Senior High School,0,04/ 01/2016,digits,Other/failed to parse
