YEAR,STATE,WRITTEN_SIGNED_COMPLAINTS_WSC_TOTAL,WSC_WITH_REPORTS_ISSUED_TOTAL,WSC_REPORTS_WITH_FINDINGS,WSC_REPORTS_WITHIN_TIMELINE,WSC_REPORTS_WITHIN_EXTENDED_TIMELINES,WSC_WITHDRAWN_OR_DISMISSED,WSC_PENDING_TOTAL,WSC_PENDING_A_DUE_PROCESS_HEARING,MEDIATION_REQUESTS_TOTAL,MEDIATIONS_HELD_TOTAL,MEDIATIONS_HELD_RELATED_TO_DUE_PROCESS_COMPLAINTS,MEDIATION_AGREEMENTS_RELATED_TO_DUE_PROCESS_COMPLAINTS,MEDIATIONS_HELD_NOT_RELATED_TO_DUE_PROCESS_COMPLAINTS,MEDIATION_AGREEMENTS_NOT_RELATED_TO_DUE_PROCESS_COMPLAINTS,MEDIATIONS_PENDING,DUE_PROCESS_COMPLAINTS_DPC_TOTAL,DPC_RESOLUTION_MEETINGS_TOTAL,DPC_RESOLUTION_MEETINGS_WRITTEN_SETTLEMENT_AGREEMENTS,DPC_HEARINGS_FULLY_ADJUDICATED_TOTAL,DPC_WRITTEN_DECISIONS_WITHIN_TIMELINE,DPC_WRITTEN_DECISIONS_WITHIN_EXTENDED_TIMELINES,DPC_WITHDRAWN_OR_DISMISSED,EXPEDITED_DUE_PROCESS_COMPLAINTS_EDPC_TOTAL,EDPC_RESULTED_IN_A_RESOLUTION_MEETING_TOTAL,EDPC_RESOLUTION_MEETINGS_WRITTEN_SETTLEMENT_AGREEMENTS,EDPC_EXPEDITED_HEARINGS_FULLY_ADJUDICATED_TOTAL,EDPC_EXPEDITED_HEARINGS_CHANGE_OF_PLACEMENT_ORDERED,MEDIATIONS_WITHDRAWN_OR_NOT_HELD,DPC_PENDING,EDPC_PENDING,EDPC_WITHDRAWN_OR_DISMISSED
2011,Federated States of Micronesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Florida,101,50,20,44,6,49,2,2,89,67,30,18,37,25,4,171,51,27,6,4,2,129,13,5,2,1,1,18,36,1,11
2011,Georgia,95,71,35,71,0,22,2,0,79,56,15,7,41,21,0,102,63,31,3,0,3,97,9,7,3,0,0,23,2,0,9
2011,Guam,9,5,4,5,0,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2011,Hawaii,18,16,2,16,0,2,0,0,5,5,3,3,2,2,0,105,98,49,19,0,19,50,0,0,0,0,0,0,36,0,0
2011,Idaho,21,13,10,13,0,8,0,0,34,23,2,2,21,19,0,10,8,3,2,0,2,8,0,0,0,0,0,11,0,0,0
2011,Illinois,129,87,57,79,5,37,5,0,217,174,106,80,68,53,16,333,94,36,14,2,8,246,9,3,2,0,0,27,73,0,9
2011,Indiana,103,58,44,57,1,45,0,0,42,34,4,0,30,26,0,67,53,44,2,1,0,65,9,8,8,1,0,8,0,0,8
2011,Iowa,9,6,3,4,2,3,0,0,31,25,7,3,18,13,1,11,4,2,2,0,2,6,0,0,0,0,0,5,3,0,0
2011,Kansas,36,20,14,20,0,16,0,0,10,9,4,2,5,5,0,11,6,4,1,1,0,10,5,2,2,1,1,1,0,0,4
2011,Kentucky,39,24,22,21,3,14,1,1,18,15,7,2,8,7,2,25,8,2,1,0,0,6,0,0,0,0,0,1,18,0,0
2011,Louisiana,46,21,10,13,8,22,3,0,9,5,3,2,2,2,1,18,14,5,4,0,4,13,0,0,0,0,0,3,1,0,0
2011,Maine,42,9,6,9,0,33,0,0,104,54,22,11,32,26,0,48,4,2,2,0,2,43,3,0,0,0,0,50,3,0,3
2011,Marshall Islands,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,Maryland,102,83,66,82,1,19,0,0,313,197,76,59,121,92,1,246,105,74,14,5,9,228,1,0,0,0,0,115,4,0,1
2011,Massachusetts,298,212,153,209,3,79,7,7,1237,853,29,25,824,704,180,582,48,22,18,1,16,438,21,1,1,0,0,204,126,4,17
2011,Michigan,245,160,120,122,23,84,1,0,212,100,12,10,88,69,22,77,58,35,5,0,5,51,14,8,4,0,0,90,21,1,13
2011,Minnesota,50,28,22,24,4,16,6,0,46,22,2,2,20,18,2,38,28,1,1,0,1,36,5,2,0,0,0,22,1,0,5
2011,Mississippi,59,32,30,32,0,27,0,0,46,41,11,3,30,21,0,24,12,6,6,3,2,18,2,1,0,0,0,5,0,0,2
2011,Missouri,66,54,28,53,1,11,1,0,41,25,7,3,18,15,3,56,34,15,2,2,0,43,5,5,4,0,0,13,11,0,5
2011,Montana,5,2,2,2,0,2,1,0,2,2,2,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0
2011,Nebraska,10,9,5,8,1,1,0,0,8,7,0,0,7,6,0,3,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0
2011,Nevada,20,16,5,14,2,1,3,1,5,4,0,0,4,4,0,77,70,48,2,2,0,58,9,9,8,0,0,1,17,0,9
2011,New Hampshire,66,32,17,31,0,34,0,0,29,23,9,7,14,11,2,41,3,3,6,3,3,30,0,0,0,0,0,4,5,0,0
2011,New Jersey,194,117,35,107,9,51,26,9,688,604,324,75,280,103,8,801,20,17,42,30,11,632,10,4,0,1,0,76,127,0,9
2011,New Mexico,47,23,21,23,0,24,0,0,51,46,27,21,19,19,1,36,6,6,3,0,3,28,0,0,0,0,0,4,5,0,0
2011,New York,229,150,123,144,6,78,1,0,253,157,5,5,152,130,27,6116,5469,480,693,134,460,4456,32,24,5,5,2,69,967,9,18
2011,North Carolina,79,55,42,51,3,24,0,0,59,37,15,12,22,16,4,56,33,14,4,0,4,45,8,7,2,0,0,18,7,2,6
2011,North Dakota,2,0,0,0,0,2,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,Northern Marianas,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Ohio,251,59,36,47,12,165,27,3,144,106,51,28,55,43,5,120,52,23,3,2,1,110,9,5,4,0,0,33,7,0,9
2011,Oklahoma,18,18,5,13,0,11,0,0,15,12,0,0,12,11,0,13,6,4,0,0,0,11,1,1,0,0,0,3,2,0,1
2011,Oregon,36,17,8,11,6,19,0,0,58,38,15,12,23,22,10,22,22,1,0,0,0,15,0,0,0,0,0,10,7,0,0
2011,Pennsylvania,270,123,81,123,0,140,7,7,373,198,22,12,176,146,38,838,374,131,64,12,52,646,26,6,3,3,1,137,128,1,22
2011,Puerto Rico,86,75,46,69,6,11,0,0,652,454,411,302,43,42,4,1781,785,439,887,589,138,815,2,1,1,0,0,194,79,0,2
2011,Republic of Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Rhode Island,27,21,13,21,0,6,0,0,50,26,0,0,26,23,0,39,20,16,3,1,2,36,1,0,0,0,0,24,0,0,1
2011,South Carolina,36,25,25,25,0,11,0,0,5,2,0,0,2,2,0,7,6,3,0,0,0,7,2,1,0,0,0,3,0,0,2
2011,South Dakota,4,3,2,2,0,1,0,0,4,4,1,0,3,3,0,4,4,0,2,0,2,2,0,0,0,0,0,0,0,0,0
2011,Tennessee,95,50,18,50,0,35,10,10,32,19,9,7,10,7,0,69,13,9,3,0,3,66,3,1,1,0,0,13,0,0,3
2011,Texas,301,168,69,163,5,120,13,10,319,188,119,90,69,55,71,359,152,45,13,2,10,281,15,11,5,4,1,60,65,1,10
2011,Utah,11,10,7,9,1,0,1,0,3,3,2,0,1,1,0,6,4,3,2,1,1,4,0,0,0,0,0,0,0,0,0
2011,Vermont,24,11,8,10,1,13,0,0,52,47,19,12,28,22,0,26,0,0,3,3,0,23,0,0,0,0,0,5,0,0,0
2011,Virgin Islands,1,0,0,0,0,1,0,0,2,1,1,1,0,0,1,8,5,4,1,1,0,6,0,0,0,0,0,0,1,0,0
2011,Virginia,136,110,61,93,17,26,0,0,125,107,12,6,95,75,0,45,33,17,3,2,1,35,3,2,2,0,0,18,7,0,3
2011,Washington,66,56,47,56,0,8,2,0,60,43,13,12,30,24,1,93,46,16,9,4,5,72,12,7,5,1,0,16,12,0,11
2011,West Virginia,41,17,15,15,2,24,0,0,23,18,1,0,17,15,0,15,14,13,2,0,2,13,0,0,0,0,0,5,0,0,0
2011,Wisconsin,63,51,25,51,0,12,0,0,49,35,9,4,26,25,0,31,10,5,2,1,1,29,3,0,0,0,0,14,0,0,3
2011,Wyoming,15,11,9,10,1,4,0,0,7,6,0,0,6,1,0,3,2,1,1,0,1,2,1,1,1,0,0,1,0,0,1
2011,US Outlying Areas and Freely Associated States,5025,3223,2332,3017,168,1683,130,53,9219,6055,3223,1978,2832,2171,884,17118,9244,1992,2262,1043,948,12777,370,176,81,43,11,2280,2079,19,308
2012,Alabama,32,19,13,19,0,12,1,0,97,36,19,14,17,15,19,141,64,7,5,0,5,104,0,0,0,0,0,42,32,0,0
2012,Alaska,8,8,4,7,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Arizona,108,68,46,68,0,40,0,0,62,37,16,13,21,19,1,81,31,15,1,0,0,71,2,1,0,0,0,24,9,0,2
2012,Arkansas,26,13,9,12,1,13,0,0,57,36,0,0,36,30,0,30,30,24,2,0,2,24,3,3,3,0,0,21,4,0,3
2012,Bureau of Indian Education,8,2,2,0,0,3,3,0,10,3,3,3,0,0,4,9,5,5,0,0,0,6,0,0,0,0,0,3,3,0,0
2012,California,1023,755,504,743,12,268,0,0,3180,1859,1696,1100,163,104,461,2966,312,94,114,11,102,2115,61,5,0,4,0,860,737,7,50
2012,Colorado,17,13,8,10,3,4,0,0,42,32,12,8,20,16,1,22,7,6,4,0,4,15,3,1,1,0,0,9,3,0,3
2012,Connecticut,218,124,92,109,5,85,9,1,315,223,87,52,136,97,60,200,56,32,6,2,4,147,3,0,0,1,1,32,47,0,2
2012,Delaware,17,9,4,6,3,8,0,0,15,10,1,1,9,0,0,17,1,1,1,0,1,16,4,0,0,0,0,5,0,0,4
2012,District of Columbia,29,20,15,17,3,9,0,0,45,18,4,1,14,12,0,750,481,48,223,154,69,435,65,43,2,18,3,27,92,0,47
2012,Federated States of Micronesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Florida,119,65,35,49,16,51,3,2,96,72,33,18,39,29,0,212,61,44,12,4,4,171,8,2,1,0,0,24,29,0,8
2012,Georgia,120,73,34,72,1,47,0,0,87,68,11,5,57,44,0,87,58,33,2,0,2,81,8,6,6,0,0,19,4,0,8
2012,Guam,7,5,2,5,0,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0
2012,Hawaii,19,17,7,17,0,1,1,1,6,3,3,2,0,0,0,61,57,25,5,0,5,31,2,2,2,0,0,3,25,0,2
2012,Idaho,27,20,12,20,0,7,0,0,29,16,1,1,15,12,0,4,3,2,1,1,0,3,0,0,0,0,0,13,0,0,0
2012,Illinois,103,70,48,63,7,25,8,1,235,180,136,84,44,36,26,337,75,20,9,1,8,243,13,2,2,0,0,29,85,0,13
2012,Indiana,133,92,71,92,0,41,0,0,52,42,10,6,32,26,0,65,45,33,5,2,3,59,13,9,4,4,0,10,1,0,9
2012,Iowa,14,6,3,3,3,4,4,0,17,12,3,3,9,9,0,9,2,2,2,0,2,4,1,1,1,0,0,5,3,0,1
2012,Kansas,33,21,10,21,0,12,0,0,12,12,2,1,10,7,0,8,7,6,0,0,0,8,1,1,1,0,0,0,0,0,1
2012,Kentucky,24,13,12,8,5,11,0,0,21,17,8,5,9,7,2,16,2,0,2,0,0,8,0,0,0,0,0,2,6,0,0
2012,Louisiana,54,19,3,16,3,34,1,0,4,4,2,0,2,2,0,15,8,5,0,0,0,13,1,1,0,0,0,0,2,0,1
2012,Maine,25,5,3,3,2,20,0,0,82,42,23,11,19,17,0,50,11,4,5,3,2,41,4,4,0,0,0,40,4,0,4
2012,Maryland,109,86,73,79,7,22,1,0,298,159,58,45,101,76,23,233,87,56,17,3,14,185,0,0,0,0,0,116,31,0,0
2012,Massachusetts,258,182,151,180,2,65,11,11,1138,692,25,22,667,575,165,552,23,11,18,1,16,316,8,0,0,0,0,281,218,2,6
2012,Michigan,274,172,125,145,25,97,5,0,151,82,14,8,68,56,5,86,50,27,6,1,5,69,22,15,10,1,0,64,11,1,20
2012,Minnesota,59,37,32,27,8,16,6,0,58,27,1,0,26,24,9,30,13,2,1,1,0,19,6,4,1,1,1,22,10,0,5
2012,Mississippi,30,17,14,17,0,13,0,0,25,22,11,8,11,11,0,25,12,8,2,1,1,23,1,0,0,0,0,3,0,0,1
2012,Missouri,92,72,42,70,2,20,0,0,58,35,12,10,23,23,0,67,39,16,3,3,0,58,4,1,1,1,0,23,6,0,3
2012,Montana,8,6,5,5,1,2,0,0,2,2,2,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0
2012,Nebraska,10,7,4,7,0,3,0,0,4,3,0,0,3,3,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
2012,Nevada,25,21,13,12,9,3,1,0,2,1,1,1,0,0,0,81,79,63,3,0,3,69,3,3,1,0,0,1,9,1,2
2012,New Hampshire,38,12,7,12,0,25,1,0,21,14,7,6,7,4,2,30,1,0,6,5,1,21,0,0,0,0,0,5,3,0,0
2012,New Jersey,186,110,40,91,19,54,22,1,783,686,365,104,321,137,10,900,14,12,45,39,5,623,14,14,0,12,0,87,232,1,1
2012,New Mexico,64,28,20,28,0,36,0,0,42,35,20,20,15,15,0,46,26,11,5,0,5,34,0,0,0,0,0,7,7,0,0
2012,New York,243,168,145,154,14,74,1,0,319,177,5,5,172,158,28,6025,5433,325,753,126,501,3971,27,24,5,7,2,114,1301,3,17
2012,North Carolina,85,45,30,43,1,40,0,0,62,37,10,8,27,23,3,47,27,13,0,0,0,38,7,6,6,0,0,22,9,0,7
2012,North Dakota,6,4,4,4,0,2,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2012,Northern Marianas,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Ohio,240,96,63,79,10,120,24,0,140,120,50,36,70,58,3,123,57,21,5,1,4,116,24,12,9,1,0,17,2,0,23
2012,Oklahoma,17,15,7,15,0,2,0,0,8,8,0,0,8,7,0,16,8,5,1,0,1,15,1,1,1,1,0,0,0,0,0
2012,Oregon,36,21,6,13,8,15,0,0,60,35,7,6,28,23,16,15,0,0,0,0,0,11,1,0,0,0,0,9,4,0,1
2012,Pennsylvania,254,125,77,124,1,121,8,8,361,162,9,9,153,117,45,739,420,115,53,12,41,538,18,12,4,5,2,154,148,0,13
2012,Puerto Rico,82,70,39,68,2,12,0,0,878,679,643,495,36,36,1,2225,1315,367,1180,791,176,968,1,1,0,1,0,198,77,0,0
2012,Republic of Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Republic of the Marshall Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Rhode Island,14,10,7,10,0,3,1,1,77,53,1,0,52,45,0,23,11,6,4,0,4,18,0,0,0,0,0,24,1,0,0
2012,South Carolina,39,28,23,28,0,11,0,0,10,5,0,0,5,5,0,13,8,5,0,0,0,13,2,1,1,0,0,5,0,0,2
2012,South Dakota,3,2,2,1,1,1,0,0,3,2,2,1,0,0,0,4,1,0,1,0,1,3,0,0,0,0,0,1,0,0,0
2012,Tennessee,88,57,20,57,0,24,7,7,33,26,8,7,18,15,4,55,37,21,1,0,1,40,3,3,3,0,0,3,14,0,3
2012,Texas,288,140,60,134,6,135,13,12,327,168,79,60,89,65,87,305,125,52,14,3,10,220,15,6,3,1,0,72,71,0,14
2012,Utah,21,19,12,19,0,2,0,0,6,5,2,1,3,3,0,8,7,0,1,1,0,7,0,0,0,0,0,1,0,0,0
2012,Vermont,11,11,7,10,1,0,0,0,31,15,3,3,12,10,0,13,1,1,2,2,0,11,0,0,0,0,0,16,0,0,0
2012,Virgin Islands,6,2,1,2,0,4,0,0,3,3,1,1,2,2,0,7,4,4,1,0,1,5,0,0,0,0,0,0,1,0,0
2012,Virginia,153,78,47,60,18,75,0,0,122,101,16,4,85,79,2,47,30,17,6,5,1,35,5,1,1,0,0,19,6,0,5
2012,Washington,74,50,43,47,3,9,15,0,96,55,8,7,47,36,0,121,69,27,10,1,8,89,9,8,4,1,0,41,22,0,8
2012,West Virginia,26,16,12,16,0,10,0,0,12,11,1,1,10,10,0,18,14,14,0,0,0,17,0,0,0,0,0,1,1,0,0
2012,Wisconsin,62,48,32,46,2,10,4,4,74,49,5,2,44,35,1,34,17,7,5,2,3,28,1,1,1,0,0,24,1,0,1
2012,Wyoming,10,5,4,5,0,5,0,0,8,7,1,1,6,5,0,4,2,1,1,0,1,3,0,0,0,0,0,1,0,0,0
2012,US Outlying Areas and Freely Associated States,5076,3198,2104,2969,205,1728,150,49,9680,6200,3437,2199,2763,2139,978,16980,9249,1615,2543,1176,1016,11164,364,194,74,59,9,2502,3273,15,290
2013,Alabama,15,11,7,10,1,2,2,0,95,36,20,18,16,13,6,184,94,27,6,0,6,134,1,1,0,1,1,53,44,0,0
2013,Alaska,9,9,6,6,0,0,0,0,6,5,0,0,5,5,0,3,2,1,0,0,0,3,0,0,0,0,0,1,0,0,0
2013,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Arizona,78,47,29,47,0,31,0,0,59,36,14,9,22,17,1,66,23,15,1,0,1,52,3,1,1,0,0,22,13,0,3
2013,Arkansas,19,9,6,9,0,10,0,0,49,34,1,0,33,33,0,46,46,40,4,4,0,40,4,4,4,0,0,15,2,0,4
2013,Bureau of Indian Education,3,1,1,1,0,2,0,0,2,1,1,1,0,0,1,5,5,2,0,0,0,5,0,0,0,0,0,0,0,0,0
2013,California,"1,020",672,362,657,15,348,0,0,"3,636","2,025","1,833","1,209",192,111,425,3386,428,140,121,15,106,"2,462",74,9,5,5,1,"1,186",803,6,63
2013,Colorado,16,12,10,7,5,4,0,0,53,35,11,5,24,17,4,22,5,3,2,0,2,16,0,0,0,0,0,14,4,0,0
2013,Connecticut,197,103,66,77,9,92,2,1,343,255,87,57,168,118,42,237,71,32,10,4,6,177,11,8,6,2,2,46,50,0,9
2013,Delaware,12,7,4,6,1,5,0,0,8,8,1,1,7,4,0,19,4,4,0,0,0,19,1,0,0,0,0,0,0,0,1
2013,District of Columbia,21,19,15,17,2,1,1,1,8,3,2,2,1,0,1,639,474,13,245,191,54,317,40,26,0,20,2,4,77,3,17
2013,Federated States of Micronesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Florida,123,76,38,64,12,46,1,1,73,46,20,16,26,8,7,189,44,26,11,3,4,157,11,4,4,1,0,20,21,1,9
2013,Georgia,101,76,31,76,0,25,0,0,69,49,16,9,33,22,0,108,59,37,10,0,10,94,8,3,2,0,0,20,4,0,8
2013,Guam,11,10,3,10,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2013,Hawaii,23,10,3,7,3,13,0,0,14,5,0,0,5,5,3,79,56,9,10,0,10,49,1,0,0,0,0,6,20,1,0
2013,Idaho,25,18,11,18,0,7,0,0,15,10,1,0,9,9,0,3,2,0,0,0,0,3,0,0,0,0,0,5,0,0,0
2013,Illinois,99,64,39,52,8,31,4,0,189,146,104,75,42,36,21,296,90,17,9,1,8,213,8,1,1,0,0,22,74,1,7
2013,Indiana,119,61,45,61,0,58,0,0,62,53,5,3,48,39,0,62,46,37,4,0,4,48,2,2,2,0,0,9,10,0,2
2013,Iowa,15,8,8,4,4,6,1,0,34,22,3,2,19,16,4,15,4,1,1,0,1,8,0,0,0,0,0,8,6,0,0
2013,Kansas,31,20,9,20,0,11,0,0,17,16,2,0,14,12,0,10,5,2,2,2,0,8,5,2,1,1,0,1,0,0,4
2013,Kentucky,19,10,8,8,2,9,0,0,6,4,1,1,3,2,0,12,6,2,0,0,0,10,0,0,0,0,0,2,2,0,0
2013,Louisiana,33,13,3,13,0,20,0,0,5,2,2,2,0,0,0,11,9,5,0,0,0,11,1,1,1,0,0,3,0,0,1
2013,Maine,23,3,2,3,0,20,0,0,58,29,10,5,19,17,0,23,4,0,0,0,0,22,2,0,0,0,0,29,1,0,2
2013,Maryland,111,77,64,72,4,33,1,0,259,134,54,36,80,58,21,224,74,43,15,3,12,169,2,1,1,0,0,104,40,0,2
2013,Massachusetts,360,237,167,236,1,114,9,9,"1,030",694,34,25,660,556,112,590,20,5,16,0,16,318,9,0,0,0,0,224,256,0,9
2013,Michigan,257,190,124,163,21,66,1,0,90,48,9,8,39,31,2,56,28,16,2,2,0,52,11,4,1,2,0,40,2,0,9
2013,Minnesota,74,59,49,48,7,15,0,0,61,28,0,0,28,20,13,25,11,1,2,1,1,18,6,2,1,1,0,20,5,0,5
2013,Mississippi,61,42,28,42,0,19,0,0,12,12,3,2,9,5,0,4,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0
2013,Missouri,76,65,37,65,0,11,0,0,31,20,8,7,12,11,1,64,37,14,7,2,5,52,2,0,0,1,0,10,5,0,1
2013,Montana,8,6,6,6,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2013,Nebraska,5,3,1,3,0,1,1,0,4,2,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2013,Nevada,9,2,0,2,0,6,1,0,4,2,2,1,0,0,0,98,89,58,0,0,0,79,0,0,0,0,0,2,19,0,0
2013,New Hampshire,37,18,12,16,0,19,0,0,31,29,9,9,20,11,1,33,5,4,7,4,3,26,0,0,0,0,0,1,0,0,0
2013,New Jersey,227,118,41,105,13,67,42,42,750,599,345,105,254,124,0,1031,16,15,49,41,6,658,16,1,1,1,0,151,324,0,15
2013,New Mexico,44,23,17,22,1,20,1,1,43,37,21,19,16,9,1,39,22,13,2,0,2,35,2,2,1,1,0,5,2,0,1
2013,New York,256,184,139,171,12,72,0,0,356,217,19,14,198,175,12,6417,"5,778",272,813,99,601,"3,878",27,21,6,3,1,127,"1,726",3,21
2013,North Carolina,114,80,59,58,13,34,0,0,69,44,13,11,31,23,0,36,20,10,0,0,0,34,1,1,1,0,0,25,2,0,1
2013,North Dakota,3,1,1,1,0,2,0,0,2,1,0,0,1,0,0,4,2,0,0,0,0,2,0,0,0,0,0,1,2,0,0
2013,Northern Marianas,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Ohio,202,114,78,103,8,88,0,0,156,128,58,43,70,59,0,126,66,28,6,3,3,117,26,19,12,3,0,28,3,0,23
2013,Oklahoma,35,22,12,21,1,13,0,0,17,16,1,1,15,12,0,19,9,6,1,0,1,17,1,1,1,0,0,1,1,0,1
2013,Oregon,44,19,9,14,5,17,8,0,43,32,13,12,19,15,2,23,4,1,3,1,2,15,1,1,1,0,0,9,5,0,1
2013,Pennsylvania,250,88,64,88,0,159,3,3,271,113,12,7,101,80,21,712,382,127,55,13,34,510,17,4,0,3,0,137,147,2,12
2013,Puerto Rico,27,9,7,8,1,18,0,0,879,578,533,463,45,45,0,2420,573,302,"1,347",905,204,880,0,0,0,0,0,301,193,0,0
2013,Republic of Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Republic of the Marshall Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Rhode Island,16,12,11,12,0,3,1,1,63,41,0,0,41,41,0,38,28,16,1,1,0,34,0,0,0,0,0,22,3,0,0
2013,South Carolina,39,20,20,20,0,19,0,0,8,2,0,0,2,2,0,17,13,8,3,2,1,14,3,3,3,0,0,6,0,0,3
2013,South Dakota,5,4,4,4,0,1,0,0,2,1,0,0,1,1,0,2,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1
2013,Tennessee,72,47,19,47,0,17,8,8,32,16,9,7,7,7,9,62,32,24,1,0,1,51,4,4,4,0,0,7,10,0,4
2013,Texas,297,120,52,115,4,163,14,11,343,193,108,85,85,69,85,320,108,31,16,4,12,242,12,4,2,2,0,65,62,0,10
2013,Utah,22,18,10,17,1,0,4,0,5,3,1,1,2,2,0,6,0,0,1,0,1,5,0,0,0,0,0,2,0,0,0
2013,Vermont,9,3,3,3,0,6,0,0,27,25,7,6,18,13,0,14,1,1,3,2,1,11,0,0,0,0,0,2,0,0,0
2013,Virgin Islands,5,2,1,2,0,3,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0
2013,Virginia,125,55,22,39,16,66,4,0,116,89,8,4,81,66,0,54,35,17,8,8,0,42,8,7,6,1,0,27,4,1,6
2013,Washington,83,69,63,63,0,14,0,0,91,50,16,13,34,26,5,105,47,13,9,3,6,63,4,2,1,3,1,36,33,0,1
2013,West Virginia,37,17,14,16,0,20,0,0,17,13,1,0,12,11,0,22,13,11,2,0,2,20,1,1,1,0,0,4,0,0,1
2013,Wisconsin,67,54,41,54,0,13,0,0,68,43,6,3,37,32,0,25,11,7,6,1,5,19,1,0,0,0,0,25,0,0,1
2013,Wyoming,7,5,5,4,0,2,0,0,7,5,1,1,4,2,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0
2013,US Outlying Areas and Freely Associated States,"4,997","3,043","1,886","2,814",170,"1,845",109,78,"9,688","6,035","3,425","2,298","2,610","1,991",801,18011,"8,910","1,463","2,813","1,315","1,133","11,222",327,141,70,51,8,"2,852","3,976",18,258
2014,Alabama,7,5,4,4,1,2,0,0,107,44,27,21,17,14,12,173,91,17,3,0,3,133,1,1,1,0,0,51,37,0,1
2014,Alaska,10,10,5,7,3,0,0,0,10,9,0,0,9,8,0,5,3,3,0,0,0,5,0,0,0,0,0,1,0,0,0
2014,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Arizona,80,52,36,52,0,28,0,0,61,35,10,5,25,17,9,51,21,11,4,0,4,42,2,1,0,0,0,17,5,0,2
2014,Arkansas,19,9,9,9,0,10,0,0,9,5,0,0,5,5,1,29,29,1,4,4,0,21,2,2,1,0,0,3,4,0,2
2014,Bureau of Indian Education,11,9,9,0,0,2,0,0,2,2,2,2,0,0,0,4,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2014,California,988,708,385,707,1,280,0,0,"3,862","2,186","2,031","1,282",155,88,510,3714,570,172,83,10,72,"2,738",64,7,5,6,1,"1,166",893,14,44
2014,Colorado,18,12,7,9,3,5,1,1,60,35,16,9,19,12,5,36,6,5,4,1,3,20,2,1,1,0,0,20,12,0,2
2014,Connecticut,196,80,52,57,3,101,15,6,360,265,90,59,175,123,51,250,64,32,2,0,2,174,6,2,1,0,0,44,74,0,6
